Date,利益剰余金(当期末純資産,兆円)
2008-06-01,305.574528
2008-09-01,316.380327
2008-12-01,301.90933
2009-03-01,288.748646
2009-06-01,292.585839
2009-09-01,293.976614
2009-12-01,299.035489
2010-03-01,290.620312
2010-06-01,307.928013
2010-09-01,312.470768
2010-12-01,320.373629
2011-03-01,322.438493
2011-06-01,299.145746
2011-09-01,299.100265
2011-12-01,307.59827
2012-03-01,305.736475
2012-06-01,306.987472
2012-09-01,308.836665
2012-12-01,311.907947
2013-03-01,323.427677
2013-06-01,319.417932
2013-09-01,329.172451
2013-12-01,337.356267
2014-03-01,349.080932
2014-06-01,357.553627
2014-09-01,370.44685
2014-12-01,380.347836
2015-03-01,395.046351
2015-06-01,390.648823
